premise,hypothesis,label
"Two construction workers perched on an I beam, assembling a building frame.",The men are sleeping in a bed.,0
The young boy in a red shirt and jeans resists his sister's request for water on the road.,Kids don't share water.,0
A historic-looking building.,The newly constructed town hall,0
A nighttime street scene of a restaurant.,The restaurant is open at night.,1
Small girl riding in play car.,A young boy sits in a lawn chair.,0
A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.,A man is kissing a woman,1
Man sleeping in a couch in a sitting position wearing a blue jeans and a plaided shirt,The man is sitting there watching tv,0
"Under the glaring light of a fluorescent bulb, men in dark clothing and hats approach fare card machines; one older man in a blue scarf glances up as he puts on his gloves.",The men are wearing bright suits in the park.,0
A woman in black walks down the street in front of a graffited wall.,A lady walks down the street.,0
The rhythmic gymnast completes her floor exercise at the competition.,The gymnast cannot finish her exercise.,0
A man is holding a child on his shoulders.,A child is riding on a mans shuolders.,0
A man in a purple mascot costume is standing outside of a store while a man and a woman each wearing flamboyant clothing stand off to the side.,The costume is green.,1
Three young girls in winter clothing and hats look at disposable cameras they are holding.,The temperature is a scalding 100 degrees fahrenheit.,0
"An oriental woman in glasses, shooting archery.",A woman wears glasses.,0
Two bearded men sit side by side.,Two men are sitting down.,0
Two people are playing wiffle ball in a suburban area.,People are playing a variation of baseball.,1
A cowboy riding a horse at a rodeo.,cowboy competing in a rodeo,0
Girl in black pants and an orange top jumping with one leg outstreached and foot pointed other in background dressed the same.,No one is jumping.,0
A group of attentive students are paying attention to a college lecture.,Students are at the park.,0
A little boy is sitting on a giraffe bouncy while learning.,The boy is standing.,0
A man holding a sign of a rainbow elephant.,The person holds a sign.,0
A man waiting in an airport terminal writes on a piece of paper as others are seen behind.,A gentleman swims at the beach.,0
"Indian musicians playing in the evening on a pillow, while life behind them continues.",It is morning.,0
"A man wearing a graduation cap, a suit, and an orange shawl walks in front of city shops.",A woman wearing an evening gown is at a party.,0
Spectators look on as a baseball player runs onto a base while the baseman waits to make the catch.,people play baseball,1
A kid with his face painted is at the top of a concrete structure with asterisks carved inside.,A kid has a painted face.,1
"Two men, wearing identical shirts look into a classic car hood.",Two people are sitting on the side of the road.,0
A carpenter is working on a roof at a house being built.,A boy is jumping up and down.,0
Man walking a small pug.,A man is near a dog.,1
Two men are running down a road and carrying a canoe.,The two men are carrying a canoe,0
Four men playing drums in very orange lighting while one of them is also drinking something out of a bottle.,four men play drums,0
"An impoverished person, wearing a torn brown shirt and no shoes, is kneeling down along the banks of a trash infested body of water.",A poor person in tattered clothes kneels by the trash filled body of water.,0
A man wearing a white t-shirt and shorts is rock climbing with other people wearing blue hard hats.,A man in a black t-shirt and shorts is hiking up a mountain.,0
An older white woman makes cupcakes in her kitchen.,An old woman is in a kitchen.,0
Man on phone in business suit walking down a busy street.,A person on a phone is outdoors,1
People walk and bicycle down an alley between white buildings with blue trim.,People walk by a train.,0
The man in the brown shirt is holding the hand of the long-haired child in front of a painting.,A dad and his kid is fishing in the middle of the Pacific ocean.,1
Two men working on farm equipment that is being pulled by two horses.,The men are working on farm stuff.,0
Some children are playing soccer in front of a large wooden door.,The kids are at the beach in the sand.,0
A boy plays with a motorized car next to a dirty street lined with real cars.,a boy played in the streets with his motorized car.,0
A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is sleeping.,0
A black man in a blue suit is talking on a cellphone while smoking.,The man is jogging,0
Three men are playing frisbee in the woods.,Three guys are hiking across the desert.,0
A man is giving a presentation.,a man gives presentation,1
Someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall from him.,A boy sleeping in a hot air balloon.,0
A brown dog plays in a deep pile of snow.,A brown dog plays in snow,0
This is when daddy taught her how to ride her scooter.,daddy taught her,0
"A female child in a white, long-sleeved shirt is kneeling on a couch, laughing as her hair is sticking up.",A child laughs as her hair sticks up.,1
Man sitting on bench with a suitcase in front of PADDINGTON sign.,A man sitting with a sign,1
